ENA.genome.ID_scholz;Genomes.list;Genome.ID;Genome.Name;NCBI.Taxon.ID;Genome.Status;Strain;Host.Name;R_Phenotype;Phenotype;Completion.Date;BioProject.Accession;BioSample.Accession;Assembly.Accession;GenBank.Accessions;Sequencing.Centers;Contigs;Genome.Length;GC.Content;PATRIC.CDS;Comments;Additional.Metadata;Coarse.Consistency;Fine.Consistency;Genome.Quality.Flags;Genome.Quality;Date.Inserted;Date.Modified;Host.species_scholz;Common.name_scholz;Supergroup_scholz
GCA_902636475;GCA_902636475.1_WOLB0018_genomic;244204,21;uncultured Wolbachia sp. strain WOLB0018;244204;WGS;WOLB0018;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139665;GCA_902636475.1;CACPRN010000001,CACPRN010000002,CACPRN010000003,CACPRN010000004,CACPRN010000005,CACPRN010000006,CACPRN010000007;Centre for Integrative Biology (CIBIO), University of Trento;119;1290269;35,36441;1359;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,5;97,3;;Good;2020-01-01T05:19:23.530Z;2020-01-01T05:19:23.530Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636485;GCA_902636485.1_WOLB0013_genomic;244204,22;uncultured Wolbachia sp. strain WOLB0013;244204;WGS;WOLB0013;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139660;GCA_902636485.1;CACPRI010000001,CACPRI010000002,CACPRI010000003,CACPRI010000004,CACPRI010000005,CACPRI010000006,CACPRI010000007;Centre for Integrative Biology (CIBIO), University of Trento;108;1271220;35,091957;1342;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,9;;Good;2020-01-01T04:59:21.354Z;2020-01-01T04:59:21.354Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636495;GCA_902636495.1_WOLB0020_genomic;244204,23;uncultured Wolbachia sp. strain WOLB0020;244204;WGS;WOLB0020;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139667;GCA_902636495.1;CACPSJ010000001,CACPSJ010000002,CACPSJ010000003,CACPSJ010000004,CACPSJ010000005,CACPSJ010000006,CACPSJ010000007;Centre for Integrative Biology (CIBIO), University of Trento;120;1294452;35,292694;1354;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,6;;Good;2020-01-01T04:53:40.902Z;2020-01-01T04:53:40.902Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636505;GCA_902636505.1_WOLB0036_genomic;244204,26;uncultured Wolbachia sp. strain WOLB0036;244204;WGS;WOLB0036;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139683;GCA_902636505.1;CACPSL010000001,CACPSL010000002,CACPSL010000003,CACPSL010000004,CACPSL010000005,CACPSL010000006,CACPSL010000007;Centre for Integrative Biology (CIBIO), University of Trento;204;1131456;36,101006;1285;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,4;97,8;;Good;2020-01-01T04:53:51.723Z;2020-01-01T04:53:51.723Z;Cimex lectularius;Bug;F
GCA_902636515;GCA_902636515.1_WOLB0028_genomic;244204,24;uncultured Wolbachia sp. strain WOLB0028;244204;WGS;WOLB0028;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139675;GCA_902636515.1;CACPSP010000001,CACPSP010000002,CACPSP010000003,CACPSP010000004,CACPSP010000005,CACPSP010000006,CACPSP010000007;Centre for Integrative Biology (CIBIO), University of Trento;109;1265365;35,1169;1345;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,3;;Good;2020-01-01T04:53:46.340Z;2020-01-01T04:53:46.340Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636525;GCA_902636525.1_WOLB0022_genomic;244204,25;uncultured Wolbachia sp. strain WOLB0022;244204;WGS;WOLB0022;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139669;GCA_902636525.1;CACPSC010000001,CACPSC010000002,CACPSC010000003,CACPSC010000004,CACPSC010000005,CACPSC010000006,CACPSC010000007;Centre for Integrative Biology (CIBIO), University of Trento;109;1262942;35,063686;1325;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;98;;Good;2020-01-01T04:53:35.117Z;2020-01-01T04:53:35.117Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636535;GCA_902636535.1_WOLB0025_genomic;244204,27;uncultured Wolbachia sp. strain WOLB0025;244204;WGS;WOLB0025;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139672;GCA_902636535.1;CACPSE010000001,CACPSE010000002,CACPSE010000003,CACPSE010000004,CACPSE010000005,CACPSE010000006,CACPSE010000007;Centre for Integrative Biology (CIBIO), University of Trento;108;1269343;35,133686;1330;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,6;;Good;2020-01-01T04:54:17.607Z;2020-01-01T04:54:17.607Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636545;GCA_902636545.1_WOLB0034_genomic;244204,17;uncultured Wolbachia sp. strain WOLB0034;244204;WGS;WOLB0034;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139681;GCA_902636545.1;CACPRZ010000001,CACPRZ010000002,CACPRZ010000003,CACPRZ010000004,CACPRZ010000005,CACPRZ010000006,CACPRZ010000007;Centre for Integrative Biology (CIBIO), University of Trento;112;1278104;35,1606;1351;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,5;;Good;2020-01-01T04:54:12.171Z;2020-01-01T04:54:12.171Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636555;GCA_902636555.1_WOLB0038_genomic;244204,18;uncultured Wolbachia sp. strain WOLB0038;244204;WGS;WOLB0038;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139685;GCA_902636555.1;CACPSN010000001,CACPSN010000002,CACPSN010000003,CACPSN010000004,CACPSN010000005,CACPSN010000006,CACPSN010000007;Centre for Integrative Biology (CIBIO), University of Trento;205;1127891;36,108276;1292;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,5;97,9;;Good;2020-01-01T04:53:40.519Z;2020-01-01T04:53:40.519Z;Cimex lectularius;Bug;F
GCA_902636565;GCA_902636565.1_WOLB0029_genomic;244204,29;uncultured Wolbachia sp. strain WOLB0029;244204;WGS;WOLB0029;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139676;GCA_902636565.1;CACPSD010000001,CACPSD010000002,CACPSD010000003,CACPSD010000004,CACPSD010000005,CACPSD010000006,CACPSD010000007;Centre for Integrative Biology (CIBIO), University of Trento;108;1283345;35,07498;1363;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,8;97,7;;Good;2020-01-01T05:19:29.066Z;2020-01-01T05:19:29.066Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636575;GCA_902636575.1_WOLB0035_genomic;244204,28;uncultured Wolbachia sp. strain WOLB0035;244204;WGS;WOLB0035;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139682;GCA_902636575.1;CACPSO010000001,CACPSO010000002,CACPSO010000003,CACPSO010000004,CACPSO010000005,CACPSO010000006,CACPSO010000007;Centre for Integrative Biology (CIBIO), University of Trento;200;1139107;36,071766;1294;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,6;98;;Good;2020-01-01T05:19:27.961Z;2020-01-01T05:19:27.961Z;Cimex lectularius;Bug;F
GCA_902636585;GCA_902636585.1_WOLB0032_genomic;244204,3;uncultured Wolbachia sp. strain WOLB0032;244204;WGS;WOLB0032;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139679;GCA_902636585.1;CACPSB010000001,CACPSB010000002,CACPSB010000003,CACPSB010000004,CACPSB010000005,CACPSB010000006,CACPSB010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1288311;35,239937;1357;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,3;;Good;2020-01-01T05:19:24.310Z;2020-01-01T05:19:24.310Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636595;GCA_902636595.1_WOLB0019_genomic;244204,31;uncultured Wolbachia sp. strain WOLB0019;244204;WGS;WOLB0019;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139666;GCA_902636595.1;CACPSM010000001,CACPSM010000002,CACPSM010000003,CACPSM010000004,CACPSM010000005,CACPSM010000006,CACPSM010000007;Centre for Integrative Biology (CIBIO), University of Trento;113;1276922;35,161896;1335;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,8;97,6;;Good;2020-01-01T05:19:28.671Z;2020-01-01T05:19:28.671Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636605;GCA_902636605.1_WOLB0021_genomic;244204,32;uncultured Wolbachia sp. strain WOLB0021;244204;WGS;WOLB0021;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139668;GCA_902636605.1;CACPSH010000001,CACPSH010000002,CACPSH010000003,CACPSH010000004,CACPSH010000005,CACPSH010000006,CACPSH010000007;Centre for Integrative Biology (CIBIO), University of Trento;99;1269928;35,11758;1325;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;98,3;;Good;2020-01-01T05:19:28.319Z;2020-01-01T05:19:28.319Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636615;GCA_902636615.1_WOLB0023_genomic;244204,33;uncultured Wolbachia sp. strain WOLB0023;244204;WGS;WOLB0023;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139670;GCA_902636615.1;CACPSF010000001,CACPSF010000002,CACPSF010000003,CACPSF010000004,CACPSF010000005,CACPSF010000006,CACPSF010000007;Centre for Integrative Biology (CIBIO), University of Trento;110;1276313;35,238613;1358;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,4;;Good;2020-01-01T05:19:27.580Z;2020-01-01T05:19:27.580Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636625;GCA_902636625.1_WOLB0037_genomic;244204,36;uncultured Wolbachia sp. strain WOLB0037;244204;WGS;WOLB0037;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139684;GCA_902636625.1;CACPSK010000001,CACPSK010000002,CACPSK010000003,CACPSK010000004,CACPSK010000005,CACPSK010000006,CACPSK010000007;Centre for Integrative Biology (CIBIO), University of Trento;204;1129665;36,09362;1282;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,4;97,7;;Good;2020-01-01T05:19:23.076Z;2020-01-01T05:19:23.076Z;Cimex lectularius;Bug;F
GCA_902636635;GCA_902636635.1_WOLB0033_genomic;244204,35;uncultured Wolbachia sp. strain WOLB0033;244204;WGS;WOLB0033;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139680;GCA_902636635.1;CACPRY010000001,CACPRY010000002,CACPRY010000003,CACPRY010000004,CACPRY010000005,CACPRY010000006,CACPRY010000007;Centre for Integrative Biology (CIBIO), University of Trento;97;1274856;35,040977;1339;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,9;;Good;2020-01-01T05:09:22.412Z;2020-01-01T05:09:22.412Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636645;GCA_902636645.1_WOLB0024_genomic;244204,37;uncultured Wolbachia sp. strain WOLB0024;244204;WGS;WOLB0024;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139671;GCA_902636645.1;CACPSA010000001,CACPSA010000002,CACPSA010000003,CACPSA010000004,CACPSA010000005,CACPSA010000006,CACPSA010000007;Centre for Integrative Biology (CIBIO), University of Trento;112;1280972;35,195538;1349;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,9;;Good;2020-01-01T05:19:22.672Z;2020-01-01T05:19:22.672Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636655;GCA_902636655.1_WOLB0027_genomic;244204,34;uncultured Wolbachia sp. strain WOLB0027;244204;WGS;WOLB0027;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139674;GCA_902636655.1;CACPSI010000001,CACPSI010000002,CACPSI010000003,CACPSI010000004,CACPSI010000005,CACPSI010000006,CACPSI010000007;Centre for Integrative Biology (CIBIO), University of Trento;116;1285435;35,30439;1378;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,1;;Good;2020-01-01T05:19:22.141Z;2020-01-01T05:19:22.141Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636665;GCA_902636665.1_WOLB0030_genomic;244204,38;uncultured Wolbachia sp. strain WOLB0030;244204;WGS;WOLB0030;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139677;GCA_902636665.1;CACPSG010000001,CACPSG010000002,CACPSG010000003,CACPSG010000004,CACPSG010000005,CACPSG010000006,CACPSG010000007;Centre for Integrative Biology (CIBIO), University of Trento;113;1282694;35,209255;1346;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,6;;Good;2020-01-01T05:19:23.912Z;2020-01-01T05:19:23.912Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636675;GCA_902636675.1_WOLB0026_genomic;244204,45;uncultured Wolbachia sp. strain WOLB0026;244204;WGS;WOLB0026;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139673;GCA_902636675.1;CACPSQ010000001,CACPSQ010000002,CACPSQ010000003,CACPSQ010000004,CACPSQ010000005,CACPSQ010000006,CACPSQ010000007;Centre for Integrative Biology (CIBIO), University of Trento;114;1278512;35,209682;1346;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,5;;Good;2020-01-01T05:19:33.984Z;2020-01-01T05:19:33.984Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636685;GCA_902636685.1_WOLB0031_genomic;244204,39;uncultured Wolbachia sp. strain WOLB0031;244204;WGS;WOLB0031;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139678;GCA_902636685.1;CACPSR010000001,CACPSR010000002,CACPSR010000003,CACPSR010000004,CACPSR010000005,CACPSR010000006,CACPSR010000007;Centre for Integrative Biology (CIBIO), University of Trento;121;1288459;35,294254;1347;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;97,4;;Good;2020-01-01T05:19:33.116Z;2020-01-01T05:19:33.116Z;Diabrotica virgifera virgifera;Beetle;A
GCA_902636695;GCA_902636695.1_WOLB0042_genomic;244204,47;uncultured Wolbachia sp. strain WOLB0042;244204;WGS;WOLB0042;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139689;GCA_902636695.1;CACPTM010000001,CACPTM010000002,CACPTM010000003,CACPTM010000004,CACPTM010000005,CACPTM010000006,CACPTM010000007;Centre for Integrative Biology (CIBIO), University of Trento;353;1020248;36,098476;1334;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,1;93,1;Low contig N50;Poor;2020-01-01T05:19:34.395Z;2020-01-01T05:19:34.395Z;Cimex lectularius;Bug;F
